   1000.00000       9.11881961E-03
   1001.00000       3.44786495E-02
   1002.00000      0.113334127    
   1003.00000      0.323869407    
   1004.00000      0.804596066    
   1005.00000       1.73773944    
   1006.00000       3.26279783    
   1007.00000       5.32591820    
   1008.00000       7.55783749    
   1009.00000       9.32393837    
   1010.00000       10.0000000    
   1011.00000       9.32393837    
   1012.00000       7.55783749    
   1013.00000       5.32591820    
   1014.00000       3.26279783    
   1015.00000       1.73773944    
   1016.00000      0.804596066    
   1017.00000      0.323869407    
   1018.00000      0.113334127    
   1019.00000       3.44786495E-02
   1020.00000       9.11881961E-03
