 
   1000.00000      0.618864477    
   1001.00000      0.350683898    
   1002.00000       1.19740582    
   1003.00000       1.02669692    
   1004.00000      0.298667610    
   1005.00000       1.81534970    
   1006.00000       1.99577546    
   1007.00000      0.134210914    
   1008.00000       4.11062717    
   1009.00000       8.10196400    
   1010.00000       9.98334980    
   1011.00000       8.70356464    
   1012.00000       4.98042107    
   1013.00000      0.824908972    
   1014.00000       1.76353741    
   1015.00000       2.00498605    
   1016.00000      0.633648276    
   1017.00000      0.838344395    
   1018.00000       1.26447737    
   1019.00000      0.562919497    
   1020.00000      0.462178260    
